,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
41,mfcc4_sma3_amean,mfcc3V_sma3nz_stddevNorm,mfcc4_sma3_amean,shimmerLocaldB_sma3nz_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc4_sma3_amean,mfcc3_sma3_stddevNorm,mfcc3_sma3_stddevNorm,mfcc3_sma3_stddevNorm,mfcc2_sma3_stddevNorm,mfcc3_sma3_stddevNorm,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc3_sma3_stddevNorm,mfcc4V_sma3nz_stddevNorm,mfcc3_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc3_sma3_stddevNorm,mfcc3V_sma3nz_stddevNorm,mfcc4_sma3_amean,shimmerLocaldB_sma3nz_amean,mfcc4_sma3_amean,mfcc3_sma3_stddevNorm,mfcc3_sma3_amean,shimmerLocaldB_sma3nz_amean,mfcc3_sma3_amean,mfcc4_sma3_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_stddevNorm,mfcc4V_sma3nz_stddevNorm,mfcc3_sma3_stddevNorm,mfcc2_sma3_amean,mfcc3_sma3_stddevNorm,mfcc2_sma3_amean,mfcc4_sma3_amean,mfcc2_sma3_amean,shimmerLocaldB_sma3nz_amean,mfcc2_sma3_amean,mfcc3_sma3_stddevNorm,mfcc3_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_amean,mfcc4_sma3_amean,mfcc3V_sma3nz_stddevNorm,mfcc2_sma3_stddevNorm
42,shimmerLocaldB_sma3nz_amean,mfcc3_sma3_amean,shimmerLocaldB_sma3nz_amean,slopeUV500-1500_sma3nz_amean,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,shimmerLocaldB_sma3nz_amean,mfcc4_sma3_amean,mfcc4_sma3_amean,mfcc4_sma3_amean,mfcc3V_sma3nz_stddevNorm,mfcc4_sma3_amean,mfcc3V_sma3nz_stddevNorm,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_amean,mfcc4_sma3_amean,mfcc4_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_amean,mfcc3_sma3_amean,shimmerLocaldB_sma3nz_amean,slopeUV500-1500_sma3nz_amean,shimmerLocaldB_sma3nz_amean,mfcc4_sma3_amean,mfcc3_sma3_stddevNorm,slopeUV500-1500_sma3nz_amean,mfcc3_sma3_stddevNorm,shimmerLocaldB_sma3nz_amean,mfcc3_sma3_amean,mfcc4_sma3_amean,mfcc4_sma3_amean,mfcc4_sma3_amean,mfcc3_sma3_amean,mfcc4_sma3_amean,mfcc2_sma3_stddevNorm,shimmerLocaldB_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,slopeUV0-500_sma3nz_amean,mfcc2_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc3_sma3_stddevNorm,mfcc3_sma3_stddevNorm,shimmerLocaldB_sma3nz_amean,mfcc3_sma3_amean,mfcc3V_sma3nz_stddevNorm
43,slopeUV0-500_sma3nz_amean,mfcc3_sma3_stddevNorm,slopeUV500-1500_sma3nz_amean,slopeV0-500_sma3nz_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,slopeUV0-500_sma3nz_amean,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_amean,mfcc3_sma3_amean,shimmerLocaldB_sma3nz_amean,mfcc3_sma3_amean,mfcc4_sma3_amean,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_amean,mfcc4_sma3_amean,shimmerLocaldB_sma3nz_amean,mfcc4_sma3_stddevNorm,mfcc3_sma3_stddevNorm,slopeUV0-500_sma3nz_amean,slopeV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,shimmerLocaldB_sma3nz_amean,mfcc4_sma3_amean,slopeV0-500_sma3nz_amean,mfcc4_sma3_amean,slopeUV0-500_sma3nz_amean,mfcc3_sma3_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_amean,mfcc3_sma3_stddevNorm,shimmerLocaldB_sma3nz_amean,mfcc3_sma3_amean,slopeUV500-1500_sma3nz_amean,mfcc3_sma3_amean,slopeUV500-1500_sma3nz_amean,mfcc3_sma3_amean,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_amean,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_amean,slopeUV500-1500_sma3nz_amean,mfcc3_sma3_stddevNorm,mfcc3_sma3_amean
44,slopeUV500-1500_sma3nz_amean,mfcc4_sma3_amean,slopeV0-500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,mfcc4_sma3_amean,shimmerLocaldB_sma3nz_amean,slopeUV500-1500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,mfcc3_sma3_stddevNorm,slopeUV0-500_sma3nz_amean,mfcc3_sma3_stddevNorm,shimmerLocaldB_sma3nz_amean,slopeUV500-1500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,slopeUV0-500_sma3nz_amean,shimmerLocaldB_sma3nz_amean,slopeUV500-1500_sma3nz_amean,shimmerLocaldB_sma3nz_amean,mfcc4_sma3_amean,slopeUV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_amean,slopeV0-500_sma3nz_amean,slopeUV0-500_sma3nz_amean,shimmerLocaldB_sma3nz_amean,slopeV500-1500_sma3nz_amean,shimmerLocaldB_sma3nz_amean,slopeUV500-1500_sma3nz_amean,mfcc4_sma3_amean,slopeUV500-1500_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,mfcc4_sma3_amean,slopeUV0-500_sma3nz_amean,mfcc3_sma3_stddevNorm,slopeV0-500_sma3nz_amean,mfcc3_sma3_stddevNorm,slopeV0-500_sma3nz_amean,mfcc3_sma3_stddevNorm,slopeUV500-1500_sma3nz_amean,slopeUV0-500_sma3nz_amean,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_amean,slopeV0-500_sma3nz_amean,mfcc4_sma3_amean,mfcc3_sma3_stddevNorm
45,slopeV0-500_sma3nz_amean,shimmerLocaldB_sma3nz_amean,slopeV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,shimmerLocaldB_sma3nz_amean,slopeUV500-1500_sma3nz_amean,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,slopeV0-500_sma3nz_amean,mfcc4_sma3_amean,slopeUV500-1500_sma3nz_amean,mfcc4_sma3_amean,slopeUV0-500_sma3nz_amean,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeV0-500_sma3nz_amean,slopeUV0-500_sma3nz_amean,shimmerLocaldB_sma3nz_amean,slopeV0-500_sma3nz_amean,spectralFluxUV_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,slopeUV500-1500_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,slopeUV0-500_sma3nz_amean,slopeV0-500_sma3nz_amean,mfcc4_sma3_stddevNorm,slopeV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,slopeV0-500_sma3nz_amean,mfcc4_sma3_stddevNorm,slopeUV500-1500_sma3nz_amean,mfcc4_sma3_amean,slopeV500-1500_sma3nz_stddevNorm,mfcc4_sma3_amean,slopeV500-1500_sma3nz_amean,mfcc4_sma3_amean,slopeV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeV500-1500_sma3nz_amean,shimmerLocaldB_sma3nz_amean,mfcc4_sma3_amean
46,slopeV500-1500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,slopeUV500-1500_sma3nz_amean,slopeV0-500_sma3nz_amean,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_amean,slopeV0-500_sma3nz_amean,slopeV500-1500_sma3nz_amean,shimmerLocaldB_sma3nz_amean,slopeV0-500_sma3nz_amean,shimmerLocaldB_sma3nz_amean,slopeUV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxUV_sma3nz_amean,slopeV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,slopeUV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_amean,shimmerLocaldB_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,slopeV0-500_sma3nz_amean,shimmerLocaldB_sma3nz_amean,spectralFluxUV_sma3nz_amean,shimmerLocaldB_sma3nz_amean,spectralFluxUV_sma3nz_amean,shimmerLocaldB_sma3nz_amean,slopeV500-1500_sma3nz_amean,slopeV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,slopeV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,shimmerLocaldB_sma3nz_amean
47,spectralFluxUV_sma3nz_amean,slopeV0-500_sma3nz_amean,spectralFluxUV_sma3nz_amean,spectralFlux_sma3_amean,slopeV0-500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxUV_sma3nz_amean,spectralFluxUV_sma3nz_amean,slopeV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,slopeUV500-1500_sma3nz_amean,slopeV0-500_sma3nz_amean,spectralFluxUV_sma3nz_amean,spectralFluxUV_sma3nz_amean,spectralFluxUV_sma3nz_amean,slopeV500-1500_sma3nz_amean,slopeV0-500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,spectralFlux_sma3_amean,spectralFluxV_sma3nz_amean,slopeV500-1500_sma3nz_amean,slopeV0-500_sma3nz_amean,spectralFluxV_sma3nz_amean,slopeV0-500_sma3nz_amean,spectralFluxUV_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxUV_sma3nz_amean,slopeUV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,slopeUV500-1500_sma3nz_amean,spectralFluxV_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxV_sma3nz_amean,slopeUV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_amean,slopeV500-1500_sma3nz_amean,slopeV0-500_sma3nz_amean,spectralFluxV_sma3nz_amean,slopeUV500-1500_sma3nz_amean,slopeUV0-500_sma3nz_amean
48,spectralFluxV_sma3nz_amean,slopeV500-1500_sma3nz_amean,spectralFluxV_sma3nz_amean,spectralFlux_sma3_stddevNorm,slopeV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,slopeV0-500_sma3nz_amean,slopeV500-1500_sma3nz_amean,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_amean,spectralFluxUV_sma3nz_amean,slopeV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,slopeV500-1500_sma3nz_amean,slopeV0-500_sma3nz_amean,spectralFluxV_sma3nz_amean,spectralFlux_sma3_stddevNorm,spectralFlux_sma3_amean,spectralFluxUV_sma3nz_amean,slopeV500-1500_sma3nz_amean,spectralFlux_sma3_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,slopeV0-500_sma3nz_amean,spectralFluxV_sma3nz_amean,spectralFluxUV_sma3nz_amean,spectralFluxV_sma3nz_amean,slopeV0-500_sma3nz_amean,spectralFluxUV_sma3nz_amean,slopeV0-500_sma3nz_amean,spectralFlux_sma3_amean,slopeV0-500_sma3nz_amean,spectralFlux_sma3_amean,slopeV0-500_sma3nz_amean,spectralFluxUV_sma3nz_amean,spectralFluxUV_sma3nz_amean,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFlux_sma3_amean,slopeV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean
49,spectralFlux_sma3_amean,spectralFluxUV_sma3nz_amean,spectralFlux_sma3_amean,,spectralFluxUV_sma3nz_amean,spectralFluxV_sma3nz_amean,spectralFlux_sma3_amean,spectralFlux_sma3_amean,spectralFluxUV_sma3nz_amean,spectralFlux_sma3_amean,slopeV0-500_sma3nz_amean,spectralFluxV_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxUV_sma3nz_amean,spectralFlux_sma3_amean,spectralFlux_sma3_amean,spectralFlux_sma3_amean,spectralFluxV_sma3nz_amean,spectralFluxUV_sma3nz_amean,spectralFluxV_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,spectralFlux_sma3_amean,,spectralFlux_sma3_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxUV_sma3nz_amean,spectralFlux_sma3_stddevNorm,spectralFluxUV_sma3nz_amean,spectralFlux_sma3_amean,slopeV500-1500_sma3nz_amean,spectralFlux_sma3_amean,spectralFluxV_sma3nz_amean,spectralFlux_sma3_amean,slopeV500-1500_sma3nz_amean,spectralFluxV_sma3nz_amean,slopeV500-1500_sma3nz_amean,spectralFlux_sma3_stddevNorm,slopeV500-1500_sma3nz_amean,spectralFlux_sma3_stddevNorm,slopeV500-1500_sma3nz_amean,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxUV_sma3nz_amean,spectralFlux_sma3_stddevNorm,slopeV500-1500_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean
50,spectralFlux_sma3_stddevNorm,spectralFluxV_sma3nz_amean,spectralFlux_sma3_stddevNorm,,spectralFluxV_sma3nz_amean,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,spectralFlux_sma3_stddevNorm,spectralFluxV_sma3nz_amean,spectralFlux_sma3_stddevNorm,slopeV500-1500_sma3nz_amean,spectralFlux_sma3_amean,spectralFluxUV_sma3nz_amean,spectralFluxV_sma3nz_amean,spectralFlux_sma3_stddevNorm,spectralFlux_sma3_stddevNorm,spectralFlux_sma3_stddevNorm,spectralFlux_sma3_amean,spectralFluxV_sma3nz_amean,spectralFlux_sma3_amean,spectralFluxUV_sma3nz_amean,spectralFluxUV_sma3nz_amean,spectralFlux_sma3_stddevNorm,,,spectralFlux_sma3_amean,spectralFluxV_sma3nz_amean,,spectralFluxV_sma3nz_amean,spectralFlux_sma3_stddevNorm,spectralFluxUV_sma3nz_amean,spectralFlux_sma3_stddevNorm,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,spectralFluxUV_sma3nz_amean,spectralFlux_sma3_amean,spectralFluxUV_sma3nz_amean,,spectralFluxUV_sma3nz_amean,,spectralFluxUV_sma3nz_amean,spectralFlux_sma3_amean,spectralFlux_sma3_amean,spectralFluxUV_sma3nz_amean,spectralFluxUV_sma3nz_amean,spectralFlux_sma3_amean,spectralFluxV_sma3nz_amean,,spectralFluxUV_sma3nz_amean,slopeV500-1500_sma3nz_amean
51,,spectralFlux_sma3_amean,,,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,,,spectralFlux_sma3_amean,,spectralFluxUV_sma3nz_amean,spectralFlux_sma3_stddevNorm,spectralFluxV_sma3nz_amean,spectralFlux_sma3_amean,,,,spectralFlux_sma3_stddevNorm,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_amean,,,,spectralFlux_sma3_stddevNorm,spectralFlux_sma3_amean,,spectralFlux_sma3_amean,,spectralFluxV_sma3nz_amean,,spectralFlux_sma3_stddevNorm,,spectralFluxV_sma3nz_amean,spectralFlux_sma3_stddevNorm,spectralFluxV_sma3nz_amean,,spectralFluxV_sma3nz_amean,,spectralFluxV_sma3nz_amean,spectralFlux_sma3_stddevNorm,spectralFlux_sma3_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_amean,spectralFlux_sma3_stddevNorm,spectralFlux_sma3_amean,,spectralFluxV_sma3nz_amean,spectralFluxUV_sma3nz_amean
52,,spectralFlux_sma3_stddevNorm,,,spectralFlux_sma3_stddevNorm,,,,spectralFlux_sma3_stddevNorm,,spectralFluxV_sma3nz_amean,,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,,,,,spectralFlux_sma3_stddevNorm,,spectralFlux_sma3_amean,spectralFlux_sma3_amean,,,,,spectralFlux_sma3_stddevNorm,,spectralFlux_sma3_stddevNorm,,spectralFlux_sma3_amean,,,,spectralFlux_sma3_amean,,spectralFlux_sma3_amean,,spectralFlux_sma3_amean,,spectralFlux_sma3_amean,,,spectralFlux_sma3_amean,spectralFlux_sma3_amean,,spectralFlux_sma3_stddevNorm,,spectralFlux_sma3_amean,spectralFluxV_sma3nz_amean
53,,,,,,,,,,,spectralFlux_sma3_amean,,spectralFlux_sma3_stddevNorm,,,,,,,,spectralFlux_sma3_stddevNorm,spectralFlux_sma3_stddevNorm,,,,,,,,,spectralFlux_sma3_stddevNorm,,,,spectralFlux_sma3_stddevNorm,,spectralFlux_sma3_stddevNorm,,spectralFlux_sma3_stddevNorm,,spectralFlux_sma3_stddevNorm,,,spectralFlux_sma3_stddevNorm,spectralFlux_sma3_stddevNorm,,,,spectralFlux_sma3_stddevNorm,spectralFlux_sma3_amean
54,,,,,,,,,,,spectralFlux_sma3_stddevNorm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spectralFlux_sma3_stddevNorm
